Dept,Supplier Reference,Warehouse,Part Number,Physical inventory,Sub Location
CT,5504625,CT-MAIN,DCMT 3-0 IC9025,2.00,
CT,5505012,CT-MAIN,DCMT 3-0 SM IC907,450.00,HR1L25
CT,5599418,CT-MAIN,DCMT 3-0 PF IC3028,1.00,
CT,5590899,CT-MAIN,DCMT 3-2 PF IC3028,3.00,
CT,5505444,CT-MAIN,DCMT 2-0 PF IC3028,3.00,
CT,5503773,CT-MAIN,CCMT 3-0 IC520N,6.00,
CT,5506192,CT-MAIN,LNMX 150608L-HT IC907,6.00,HR1L15
CT,5505043,CT-MAIN,KNUX 160410-R11 IC9015,9.00,
CT,5540019,CT-MAIN,CCGT 430 AS IC20,20.00,
CT,5505575,CT-MAIN,TPGX 730-L IC908,7.00,HR1L18
CT,5505574,CT-MAIN,TPGX 221L IC908,8.00,HR1L14
CT,5504390,CT-MAIN,QCMT 3-1 SM IC9015,7.00,
CT,5505694,CT-MAIN,QCMT 3-0 PF IC908,7.00,
CT,5594309,CT-MAIN,TPGX 730-L IC20,1.00,HR1L14
CT,5505848,CT-MAIN,DNMG 432 VL IC908,79.00,HR1L24
CT,5504101,CT-MAIN,DNMG 432 GN IC3028,7.00,
CT,5505138,CT-MAIN,DNMG 441 TF IC907,10.00,HR1L24
CT,5595403,CT-MAIN,CCMT 2-2 SM IC907,20.00,HR1L26
CT,5504873,CT-MAIN,CCMT 2-1 SM IC907,150.00,HR1L26
CT,5504874,CT-MAIN,DCMT 3-1 SM IC907,282.00,HR1L25
CT,5505131,CT-MAIN,WNMG 431 TF IC907,390.00,HR1L16
CT,3601802,CT-MAIN,A10K STLPR 11,1.00,
CT,5505577,CT-MAIN,WCGT 020102L IC908,1.00,HR1L14
CT,5540033,CT-MAIN,VCGT 330-AS IC20,5.00,HR1L14
CT,5506377,CT-MAIN,VCET 1103005L-WF   IC907,7.00,HR1L14
CT,5506327,CT-MAIN,VCET 1103005R-WF IC907,7.00,HR1L14
CT,5504877,CT-MAIN,VCMT 331 SM IC907,10.00,HR1L18
CT,5596001,CT-MAIN,SNMG 431 TF IC907,5.00,HR1L14
CT,5506625,CT-MAIN,XCMT 060204 MF IC908,7.00,HR1L14
CT,5506189,CT-MAIN,LNMX 150612R-HT IC908,5.00,HR1L15
CT,5504886,CT-MAIN,TCMT 2-1 SM IC908,4.00,HR1L14
CT,5504823,CT-MAIN,WNMG 3-1 TF IC907,20.00,HR1L16
CT,3201676,CT-MAIN,DR-MF-16R-2.25D-20A-08,1.00,HR1L03
CT,5506627,CT-MAIN,XCMT 080304 MF IC908,8.00,HR1L14
CT,5506325,CT-MAIN,DCET 0702005R WF IC907,5.00,
CT,5595051,CT-MAIN,DCMT 3-1 PF IC907,4.00,
CT,5505571,CT-MAIN,TCMT 3-1 SM IC907,4.00,HR1L14
CT,5600418,CT-MAIN,TPMT 322 IC520M,120.00,HR1L14
CT,5594947,CT-MAIN,DCGT 3-0 AS IC520,20.00,HR1L25
CT,5504602,CT-MAIN,CCMT 2-0 IC9025,4.00,
CT,5505576,CT-MAIN,TPGX 731-L IC908,5.00,HR1L18
CT,3602184,CT-MAIN,PCLCL 1010M-06S,1.00,HR1L07
CT,5507359,CT-MAIN,DNMG 432 GN IC9250,10.00,HR1L24
CT,5504094,CT-MAIN,DNMG 331 SF IC520N,3.00,
CT,5507290,CT-MAIN,DCMT 2-1 SM IC9250,10.00,HR1L25
CT,5506974,CT-MAIN,CNMG 432 GN IC9250,30.00,HR1L26
CT,5507276,CT-MAIN,DNMG 442 GN IC9250,111.00,HR1L24
CT,5591946,CT-MAIN,WNMG 3-2 GN IC9250,1.00,HR1L14
CT,5507283,CT-MAIN,WNMG 3-2 TF IC9250,5.00,HR1L14
CT,5506972,CT-MAIN,WNMG 432 TF IC9250,5.00,HR1L14
CT,5506971,CT-MAIN,WNMG 432 GN IC9250,114.00,HR1L16
CT,5599766,CT-MAIN,DNMG 431 TF IC3028,8.00,
CT,5504514,CT-MAIN,DNMG 433 GN IC9015,8.00,
CT,5507278,CT-MAIN,TNMG 332 GN IC9250,1.00,HR1L14
CT,5507310,CT-MAIN,VNMG 2.5-0 NF IC9250,5.00,HR1L17
CT,5507282,CT-MAIN,TNMG 331 TF IC9250,4.00,HR1L14
CT,5506993,CT-MAIN,TCMT 3-2 SM IC9250,10.00,HR1L18
CT,5506235,CT-MAIN,VCMT 330 SM IC907,1.00,HR1L14
CT,5507281,CT-MAIN,DNMG 432 TF IC9250,4.00,
CT,5502773,CT-MAIN,TPMR 321 IC20N,9.00,HR1L14
CT,5505124,CT-MAIN,TNMG 331 TF IC907,5.00,HR1L18
CT,5540021,CT-MAIN,TCGT 3-1 AS IC20,10.00,HR1L14
CT,5505442,CT-MAIN,CCMT 3-0 PF IC3028,8.00,
CT,5591806,CT-MAIN,SNMG 432 GN IC9150,20.00,HR1L14
CT,5506611,CT-MAIN,SOMX 050204 DT IC9080,5.00,HR1L14
CT,5507339,CT-MAIN,CNMX 452-HTW IC9250,7.00,
CT,5592266,CT-MAIN,TPMR 222 PF IC9150,8.00,HR1L14
CT,5507985,CT-MAIN,CNMX 452-HTW IC807,5.00,
CT,5507755,CT-MAIN,WNMG 432 TF IC8250,57.00,HR1L16
CT,3602893,CT-MAIN,PWLNR 2525M-08X,16.00,HR1L08
CT,5507801,CT-MAIN,WNMG 432 GN IC8250,"1,026.00",HR1L16
CT,5507826,CT-MAIN,WNMG 431 GN IC8250,300.00,HR1L16
CT,5507312,CT-MAIN,CNMG 643 GN IC9250,5.00,
CT,5500687,CT-MAIN,RNMG 64 IC656,8.00,HR1L14
CT,5596057,CT-MAIN,VNMP 332 IC9025,5.00,HR1L17
CT,5507561,CT-MAIN,SNMG 643 GN IC9250,4.00,HR1L14
CT,5507555,CT-MAIN,VNMG 332 TF IC9250,10.00,HR1L17
CT,5508145,CT-MAIN,VNMG 2.5-2 NF IC8250,31.00,HR1L17
CT,5508144,CT-MAIN,VNMG 2.5-1 NF IC8250,350.00,HR1L17
CT,5507370,CT-MAIN,VNMG 331 NF IC9250,10.00,HR1L17
CT,5505537,CT-MAIN,WNMG 433 NR IC4028,20.00,HR1L14
CT,5507802,CT-MAIN,CNMG 432 GN IC8250,470.00,HR1L26
CT,5507811,CT-MAIN,WNMG 3-2 GN IC8250,190.00,HR1L16
CT,5507689,CT-MAIN,TPMT 2-1 IC9250,255.00,HR1L18
CT,5508109,CT-MAIN,DNMG 441 TF IC8250,159.00,HR1L24
CT,5508107,CT-MAIN,DNMG 431 TF IC8250,30.00,HR1L24
CT,5508108,CT-MAIN,DNMG 432 GN IC8250,120.00,HR1L24
CT,5507591,CT-MAIN,TPMT 2-2 IC9250,15.00,HR1L18
CT,5507592,CT-MAIN,TPMT 322 IC9250,4.00,HR1L18
CT,5508508,CT-MAIN,VNMG 332 TF IC807,485.00,HR1L17
CT,5508111,CT-MAIN,DNMG 442 TF IC8250,20.00,HR1L24
CT,5508141,CT-MAIN,VCMT 331 SM IC8250,21.00,HR1L18
CT,5507224,CT-MAIN,CCMT 432 SM IC9150,80.00,HR1L26
CT,5504773,CT-MAIN,CCMT 3-1 SM IC907,84.00,HR1L26
CT,5506483,CT-MAIN,VCMT 222 SM IC908,50.00,HR1L18
CT,5592352,CT-MAIN,WNMG 432 VL IC808,2.00,HR1L14
CT,5505333,CT-MAIN,TPMT 2-0 IC907,5.00,HR1L18
CT,5591066,CT-MAIN,XCMT 040104R MF IC908,8.00,HR1L14
CT,5507839,CT-MAIN,WNMG 3-2 GN IC8150,5.00,HR1L14
CT,5505134,CT-MAIN,SNMG 433 TF IC907,8.00,HR1L14
CT,5504912,CT-MAIN,TNMG 332 TF IC907,8.00,HR1L14
CT,5508221,CT-MAIN,VNMG 2.5-1 NF IC807,10.00,HR1L17
CT,5550246,CT-MAIN,CNMG 432 WF IC8250,4.00,
CT,3602960,CT-MAIN,PWLNR 2020K 08X,5.00,HR1L08
CT,5507581,CT-MAIN,RCMT 1204M0-14 IC9250,5.00,HR1L19
CT,5507821,CT-MAIN,CNMG 431 GN IC8250,4.00,HR1L26
CT,3602401,CT-MAIN,PCLNL 2525M 12X,1.00,HR1L07
CT,5550495,CT-MAIN,VCMT 220 SM IC807,8.00,HR1L14
CT,"5507814
",CT-MAIN,WNMG 433 GN IC8250,10.00,HR1L16
CT,"5550503
",CT-MAIN,VNMG 2.5-0 NF IC807,240.00,HR1L17
CT,"5501819
",CT-MAIN,TNMS 331-12 IC20,30.00,HR1L14
CT,"5504875
",CT-MAIN,DCMT 3-2 SM IC907,3.00,HR1L25
CT,"3696538
",CT-MAIN,CRDNN 2525M-12CE,1.00,HR1L02
CT,"5550484
",CT-MAIN,TPMT 2-1 IC807,2.00,HR1L18
CT,"5590779
",CT-MAIN,VCGT 332 AS IC4,20.00,HR1L14
CT,"5508178
",CT-MAIN,WNMG 432 WF IC8150,5.00,HR1L14
CT,"5540029
",CT-MAIN,CCGT 060201-AS IC20,10.00,
CT,5507359,CT-MAIN,DNMG 432-52 DC710,96.00,HR1L14
CT,5506971,CT-MAIN,WNMG 432-52 DC710,26.00,HR1L14
CT,5505131,CT-MAIN,WNMG 431-97 DC9700,145.00,HR1L14
CT,5550450,CT-MAIN,TCMT 3-1 SM IC807,5.00,HR1L18
CT,5507282,CT-MAIN,TNMG 160404-97 DC710,85.00,HR1L14
CT,5507278,CT-MAIN,TNMG 160408-52 DC710,100.00,HR1L14
CT,5507284,CT-MAIN,SNMG 120408-52 DC710,100.00,HR1L14
CT,4530004,CT-MAIN,BT 40/SM32X60,1.00,HR1L02
CT,,CT-MAIN,ISO 40D/EM16X63,1.00,
CT,,CT-MAIN,ISO 40/EM32X100,2.00,
CT,,CT-MAIN,ISO 40/EM20X45,2.00,
CT,,CT-MAIN,L.S.-SMC40,5.00,
CT,,CT-MAIN,ISO 50/EM12X63,1.00,
CT,4500268,CT-MAIN,ER 20/7.0-6.0,5.00,HR1L04
CT,4529021,CT-MAIN,BT 40/EM20X45,2.00,HR1L02
CT,4530010,CT-MAIN,BT 30/SEM22X50,1.00,HR1L02
CT,4500178,CT-MAIN,ER 11/3-4,1.00,HR1L04
CT,4550104,CT-MAIN,BT 40-MB63,1.00,HR1L02
CT,4550747,CT-MAIN,HSK A40 MB50,2.00,HR1L06
CT,4500115,CT-MAIN,ER 20/8-9,8.00,HR1L04
CT,5505573,CT-MAIN,TPGX 220-L IC908,5.00,HR1L14
CT,4503098,CT-MAIN,PS CAT40 45 5/8 ANSI,5.00,HR1L08
CT,5520216,CT-MAIN,TCH 4,5.00,HR1L23
CT,4535004,CT-MAIN,DIN69871 40 EM32X100,1.00,HR1L02
CT,4502000,CT-MAIN,ST 32X70 ER25 MF,1.00,HR1L12
CT,4500177,CT-MAIN,ER 11/2-3,1.00,HR1L04
CT,4512004,CT-MAIN,SET ER32 SPR 18,1.00,HR1L11
CT,4517003,CT-MAIN,PS CAT50 45 M24 ISO B,1.00,HR1L08
CT,"4500114
",CT-MAIN,ER 20/7-8,10.00,HR1L04
CT,"4500119

",CT-MAIN,ER 20/12-13,17.00,HR1L04
CT,5600135,CT-MAIN,SEK 42 AFN IC20,3.00,HR1L14
CT,5502940,CT-MAIN,XOMT 060204 DT IC328,8.00,HR1L14
CT,5601234,CT-MAIN,CR D100-MT IC328,2.00,
CT,5601198,CT-MAIN,CR D120-QF IC328,5.00,HR1L26
CT,5601315,CT-MAIN,TPK 32 PPTR 42 IC328,7.00,HR1L14
CT,5601262,CT-MAIN,TPK 43 PDTR 42 IC328,1.00,HR1L14
CT,5601150,CT-MAIN,ADKT 1505 PDR HM IC328,14.00,HR1L26
CT,5601249,CT-MAIN,SOMT 060204 HQ IC328,30.00,HR1L19
CT,5600493,CT-MAIN,APKT 1003 PDR HM IC28,5.00,
CT,5690096,CT-MAIN,XPMT 100420R IC28,43.00,
CT,5601832,CT-MAIN,OEMT 060405 AER 76 IC328,2.00,HR1L14
CT,5601746,CT-MAIN,TNKF 1204AN-LM IC418,20.00,
CT,5601638,CT-MAIN,ANKT 1404 PNR IC328,4.00,
CT,3101160,CT-MAIN,F45KT D125-40-R06,2.00,HR1L04
CT,5601009,CT-MAIN,CR D100-MT IC250,5.00,
CT,5601316,CT-MAIN,SPK 42EDTR-42 IC328,35.00,HR1L14
CT,5602098,CT-MAIN,O45MT 050505RM IC950,10.00,HR1L14
CT,5691263,CT-MAIN,APCR 1003 PDFR P IC28,3.00,
CT,3100862,CT-MAIN,E90AD D40-W32,1.00,HR1L04
CT,3101683,CT-MAIN,HM90 E90A D12-1-W16-C,1.00,HR1L06
CT,5694179,CT-MAIN,OECR 060405 AER-P IC28,345.00,HR1L20
CT,5601943,CT-MAIN,OEMT 060405 AER 76 IC950,5.00,HR1L14
CT,5602170,CT-MAIN,CRF D120 QF IC950,8.00,
CT,5602171,CT-MAIN,CRF D160 QF IC950,13.00,
CT,3101891,CT-MAIN,HM90 E90A D32-4-W25,1.00,HR1L06
CT,3101912,CT-MAIN,HM90 E90A D25-4-W25,5.00,HR1L06
CT,5602417,CT-MAIN,HM90 APKT 1003PDR IC328,30.00,HR1L21
CT,5602492,CT-MAIN,HM90 APKT 1003PDR IC950,8.00,HR1L21
CT,5602383,CT-MAIN,HM90 ADKT 1505PDR IC328,10.00,HR1L21
CT,5602497,CT-MAIN,HM90 ADKT 1505PDR IC950,5.00,HR1L21
CT,5621325,CT-MAIN,MM EC120B09R000-4T08 IC908,1.00,HR1L15
CT,5621336,CT-MAIN,MM EC100B07R000-3T06 IC908,1.00,HR1L15
CT,5698498,CT-MAIN,ADCT 1505 PDFR-HM IC928,2.00,
CT,3102474,CT-MAIN,MM S-B-L125-C16-T06,1.00,HR1L07
CT,5621337,CT-MAIN,MM EC100B07R000-4T06 IC908,1.00,HR1L20
CT,5601308,CT-MAIN,APLV 53-R02-205,20.00,
CT,5603203,CT-MAIN,MM HCR120-2T08 IC908,1.00,HR1L15
CT,5601480,CT-MAIN,CR D180-QF IC328,4.00,HR1L26
CT,5621710,CT-MAIN,MM HT120N06R4.0-2T06 IC908,1.00,HR1L15
CT,5601965,CT-MAIN,TSD 1205N,1.00,HR1L23
CT,5602964,CT-MAIN,HM90 APCR 100304PDFR-P IC28,20.00,HR1L21
CT,5603693,CT-MAIN,SPMT 100408TR-HQ-M IC328,1.00,HR1L14
CT,5620756,CT-MAIN,ECA120B25-2C12 IC08,2.00,HR1L14
CT,5602056,CT-MAIN,CRF D250-QF IC328,10.00,HR1L26
CT,5600647,CT-MAIN,APKT 160416R-HM IC28,17.00,
CT,5601374,CT-MAIN,APKT 1604PDR-RM IC50M,20.00,
CT,5603143,CT-MAIN,MM TS195-H50D-06T08 IC328,1.00,HR1L15
CT,5602966,CT-MAIN,HM90 ADCR 1505PDFR-P IC28,10.00,HR1L21
CT,5604024,CT-MAIN,MM HR2.5/094-5.1-2T06 IC908,1.00,HR1L15
CT,5690618,CT-MAIN,OFMT 07T3-AETN IC928,5.00,HR1L14
CT,5603151,CT-MAIN,OEMT 060405 AER 76 IC908,550.00,HR1L20
CT,5621805,CT-MAIN,ECA-B-3 06-16C06-57 IC08,3.00,HR1L14
CT,5603144,CT-MAIN,MM TS195-H60D-06T08 328,1.00,HR1L15
CT,5602494,CT-MAIN,HM90 APKT 1003PDR IC908,6.00,HR1L21
CT,5604345,CT-MAIN,MM HT100N06R2.0-2T06 IC908,1.00,HR1L15
CT,5504859,CT-MAIN,SOMT 09T306 GF IC908,8.00,HR1L14
CT,5604245,CT-MAIN,HBR D120-QF IC908,9.00,HR1L15
CT,5603352,CT-MAIN,MM HC100C10R0.4-2T06 IC908,1.00,HR1L15
CT,5604812,CT-MAIN,HP ANKT 070208 PNTR IC908,9.00,HR1L21
CT,5622173,CT-MAIN,MM EFS100B07-4T06 IC908,1.00,HR1L15
CT,5603947,CT-MAIN,HM90 APCR 100304PDFR-P IC908,8.00,HR1L21
CT,5604808,CT-MAIN,MTECS 0605C19 28 UN IC908,1.00,HR1L20
CT,5699918,CT-MAIN,EC060A10-2C06L57 IC08,40.00,HR1L14
CT,3101903,CT-MAIN,HM90 E90A D20-3-W16,1.00,HR1L05
CT,5622036,CT-MAIN,MM ECF45-160-6T10 IC908,26.00,HR1L20
CT,5604102,CT-MAIN,MM HR3.0/125-6.5-2T08 IC908,1.00,HR1L15
CT,5603442,CT-MAIN,FF WOMT 09T320T IC908,5.00,HR1L22
CT,5602655,CT-MAIN,MT14 I 1.25 ISO IC928,1.00,HR1L15
CT,5602659,CT-MAIN,MT14 I 1.75 ISO IC928,1.00,HR1L15
CT,5602661,CT-MAIN,MT14 I 2.00 ISO IC928,1.00,HR1L15
CT,5620038,CT-MAIN,EC100A22-4C10 IC08,10.00,HR1L14
CT,5602371,CT-MAIN,REMT 1505 LM 76 IC928,10.00,HR1L19
CT,5604795,CT-MAIN,MTECS 06016C4 56 UN IC908,3.00,HR1L20
CT,5621186,CT-MAIN,ECF D-5/45-4C12 IC900,2.00,HR1L24
CT,5604107,CT-MAIN,BCR D120-QT IC328,2.00,HR1L26
CT,5650729,CT-MAIN,EC-A4 12-75C12E150 IC08,3.00,HR1L14
CT,5603605,CT-MAIN,MT12 I 0.5 ISO IC928,1.00,HR1L15
CT,5604240,CT-MAIN,HCR D120-QF IC908,5.00,HR1L15
CT,5622034,CT-MAIN,MM EB200A15-4T12 IC908,1.00,HR1L15
CT,5604252,CT-MAIN,HCD D205-090-QF IC908,1.00,HR1L21
CT,5602364,CT-MAIN,APKT 1604PDR-76 IC928,5.00,
CT,5601728,CT-MAIN,SPK 53EDTR-42 IC328,10.00,HR1L14
CT,5604023,CT-MAIN,MM HR1.6/063-6.8-2T06 908,1.00,HR1L15
CT,5602368,CT-MAIN,XOMT 060204 HQ IC928,1.00,HR1L14
CT,5603084,CT-MAIN,OECR 060405 AER-P IC928,23.00,HR1L20
CT,5695339,CT-MAIN,OFCT 07T3 AER IC910,6.00,HR1L14
CT,5697558,CT-MAIN,OFMT 07T3 AER 76 IC928,10.00,HR1L20
CT,5604108,CT-MAIN,BCR D160-QT IC908,1.00,HR1L26
CT,5650189,CT-MAIN,EC-A2 010-015/20C4M55 903,2.00,HR1L14
CT,5621810,CT-MAIN,ECA-B-3 16-32C16-92 IC08,1.00,HR1L14
CT,5604989,CT-MAIN,MTECS 0250C49 32 UN IC908,5.00,HR1L20
CT,5604990,CT-MAIN,MTECS 0250C75 28 UN IC908,2.00,HR1L20
CT,3102196,CT-MAIN,MTSR 0013 J14C,1.00,HR1L07
CT,5603733,CT-MAIN,OFCR 07T3-RW-P IC908,6.00,HR1L14
CT,5605170,CT-MAIN,RCMT 2009-FW-T20 IC928,14.00,HR1L14
CT,5603777,CT-MAIN,MM TS.500-N062P-06T05 IC328,10.00,HR1L20
CT,5650202,CT-MAIN,EC-A2 015-023/06C4M45 IC903,2.00,HR1L14
CT,5601282,CT-MAIN,APKT 1203PDR-RM IC328,20.00,
CT,5604811,CT-MAIN,FF WOCT 060212T IC928,5.00,HR1L22
CT,3104644,CT-MAIN,SOF45 8/16-D050-04-22R,4.00,HR1L09
CT,5606051,CT-MAIN,ONMU 050505-TN-MM IC808,11.00,HR1L20
CT,5604372,CT-MAIN,LNMT 1506PN-N-MM IC908,925.00,HR1L01
CT,5600046,CT-MAIN,APKT 1003PDR-HM IC50M,5.00,
CT,5602542,CT-MAIN,3M AXKT 1304PDR-MM IC910,2.00,
CT,5621327,CT-MAIN,MM EB.500A37-4T08  IC908,1.00,HR1L20
CT,5604575,CT-MAIN,LNET 082604-TN-N IC928,10.00,HR1L15
CT,6403753,CT-MAIN,MM GRIT 28K-2.50-0.2 IC528,1.00,HR1L15
CT,5604816,CT-MAIN,HP ANKT 070216PNTR IC908,8.00,HR1L21
CT,5605164,CT-MAIN,MM HDF120-090-2T06 IC908,1.00,HR1L20
CT,5680016,CT-MAIN,EC12E18/60-3C12R02A100DH IC08,1.00,HR1L14
CT,5606106,CT-MAIN,T490 LNMT 0804 PN-R IC808,180.00,HR1L18
CT,5606105,CT-MAIN,T490 LNMT 0804 PN-R IC830,10.00,HR1L18
CT,5606393,CT-MAIN,HM90 APKT 1003PDR IC808,910.00,HR1L21
CT,5605566,CT-MAIN,H490 ANKX 120508PNTR IC808,30.00,HR1L21
CT,5606056,CT-MAIN,S845 SNMU 1305ANR-MM IC808,2.00,HR1L14
CT,5697459,CT-MAIN,ADCR 1505PDFR IC928,10.00,HR1L26
CT,5606593,CT-MAIN,OEMT 060405 AER 76 IC808,340.00,HR1L20
CT,5606351,CT-MAIN,HM90 APKT 1003PDR IC830,618.00,HR1L21
CT,5606330,CT-MAIN,HM90 ADKT 1505PDR IC830,420.00,HR1L21
CT,5606328,CT-MAIN,HM90 ADKT 1505PDR IC808,95.00,HR1L21
CT,5650233,CT-MAIN,EC-A2 020-030/16C4M50 903,2.00,HR1L14
CT,5650205,CT-MAIN,EC-A2 015-023/12C4M45 903,2.00,HR1L14
CT,5650162,CT-MAIN,EC-A2 005-007/08C4M45 IC903,2.00,HR1L14
CT,5622351,CT-MAIN,MM ECS-A4.00X10-2T06  908,1.00,HR1L15
CT,5604793,CT-MAIN,MTECS 06014C3 72 UN 908,2.00,HR1L20
CT,5650167,CT-MAIN,EC-A2 006-009/10C4M45 903,2.00,HR1L14
CT,5650165,CT-MAIN,EC-A2 006-009/06C4M45 903,2.00,HR1L14
CT,3104769,CT-MAIN,H490 F90AX D050-3-22-12,1.00,HR1L05
CT,5604538,CT-MAIN,ENHT 100430 IC908,8.00,HR1L24
CT,5604536,CT-MAIN,ENHT 100420 IC908,8.00,HR1L24
CT,5603120,CT-MAIN,LNET 124504 TN IC928,289.00,HR1L15
CT,5650161,CT-MAIN,EC-A2 005-007/06C4M45 903,2.00,HR1L14
CT,5650186,CT-MAIN,EC-A2 010-015/10C4M45 903,5.00,HR1L14
CT,5620595,CT-MAIN,EBM008A016-2C03 IC900,2.00,HR1L14
CT,5604585,CT-MAIN,FF WOMT 060212T-M IC928,10.00,HR1L22
CT,5605154,CT-MAIN,HM90 APKW 1003PDR IC908,5.00,HR1L21
CT,5604231,CT-MAIN,RCMW 1607MO IC908,2.00,HR1L14
CT,5606585,CT-MAIN,SPMT 100408TR-HQ-M IC808,8.00,HR1L19
CT,5622781,CT-MAIN,ECA-H3 08-12/24C08CF-R02,2.00,HR1L14
CT,5622022,CT-MAIN,MM EC200A15R1.0-4T12 IC908,1.00,HR1L15
CT,5621682,CT-MAIN,MM EA160B10R000-3T10 IC08,1.00,HR1L15
CT,5507877,CT-MAIN,SOMT 120408 DT IC808,5.00,HR1L14
CT,5603248,CT-MAIN,BCR D400-QT IC328,3.00,HR1L26
CT,5621808,CT-MAIN,ECA-B-3 12-25C12-83 IC08,3.00,HR1L14
CT,5606957,CT-MAIN,MT12 I 1.00 ISO IC908,7.00,HR1L15
CT,3104760,CT-MAIN,H490 E90AX D32-3-W32-12,1.00,HR1L05
CT,5622780,CT-MAIN,ECA-H3 06-09/18C06CF-R02,2.00,HR1L14
CT,5604318,CT-MAIN,HP ADCR 190604PDFR-P 28,4.00,HR1L21
CT,5621806,CT-MAIN,ECA-B-3 08-20C08-63 IC08,1.00,HR1L14
CT,5605271,CT-MAIN,HCD D120-090-QF IC908,6.00,HR1L15
CT,"5605673
",CT-MAIN,MTECSH 06024C9 0.5ISO 903,2.00,HR1L20
CT,"5604254
",CT-MAIN,HCD D160-090-QF IC908,5.00,HR1L15
CT,"5620863
",CT-MAIN,EB020A04-2C03 IC900,40.00,HR1L14
CT,"3104587
",CT-MAIN,SOF45 8/16-D100-08-32R,1.00,HR1L09
CT,"3104798
",CT-MAIN,FF EW D40-100-W32-09-CP,1.00,HR1L04
CT,"5606970
",CT-MAIN,MT12 19 BSPT IC908,6.00,HR1L15
CT,"5621356
",CT-MAIN,MM EC160A12R1.0-4T10 IC908,4.00,HR1L15
CT,"3105268
",CT-MAIN,H490 E90AX D16-2-C16-09,6.00,HR1L05
CT,"3105260
",CT-MAIN,H490 E90AX D20-3-C20-09,4.00,HR1L05
CT,"3105262
",CT-MAIN,H490 E90AX D25-4-C25-09,6.00,HR1L05
CT,5606020,CT-MAIN,H490 ANKX 090408PNTR IC830,407.00,HR1L21
CT,"5606041
",CT-MAIN,T290 LNMT 100405TR IC808,10.00,
CT,"5605666
",CT-MAIN,MTECSH 06031C9 0.7 ISO IC903,2.00,HR1L20
CT,5603151,CT-MAIN,OEMT 060405 AER-7 DC9800,10.00,HR1L14
CT,"3105289
",CT-MAIN,T490 ELN D40-4-W32-13,1.00,HR1L13
CT,5603775,CT-MAIN,MM TS135-H30D-06T05 328,1.00,HR1L15
CT,"5604244
",CT-MAIN,HBR D100-QF IC908,14.00,HR1L15
CT,"5606018
",CT-MAIN,H490 ANKX 090408PNTR IC808,230.00,HR1L01
CT,"3105294
",CT-MAIN,SOE45 8/16-D032-03-W25R,3.00,HR1L09
CT,"5606497
",CT-MAIN,MM HCD200-120-2T12 IC908,1.00,HR1L20
CT,"3101696
",CT-MAIN,HM90 E90A-D40-3-W32-C,1.00,HR1L06
CT,3101922,CT-MAIN,HM90 E90A D12-1-W16,1.00,HR1L06
CT,6000266,CT-MAIN,GFN 2 IC656,2.00,
CT,2300767,CT-MAIN,SGTBU 25 6G,10.00,HR1L11
CT,6011365,CT-MAIN,GFN 3 IC354,1.00,HR1L22
CT,6011355,CT-MAIN,GSFN 3.2 IC635,9.00,HR1L22
CT,6002440,CT-MAIN,GTN 3 IC354,10.00,HR1L22
CT,6002790,CT-MAIN,GFL 1.2JS-15D IC328,7.00,
CT,6080082,CT-MAIN,GFN 1.06J-0.05 IC928,7.00,HR1L22
CT,7000187,CT-MAIN,SR M6X20,21.00,
CT,7000188,CT-MAIN,SR M6X25,299.00,
CT,7000216,CT-MAIN,SR 14-544,14.00,HR1L23
CT,7060120,CT-MAIN,S 16,13.00,HR1L23
CT,7000045,CT-MAIN,HW-5.0,3.00,HR1L23
CT,7000270,CT-MAIN,T 7/51,1.00,HR1L23
CT,7060253,CT-MAIN,A 16,20.00,HR1L23
CT,7060315,CT-MAIN,AI 16,30.00,HR1L23
CT,7060054,CT-MAIN,K 16,5.00,
CT,4300075,CT-MAIN,LR 4M,63.00,HR1L23
CT,7060157,CT-MAIN,S 11,3.00,HR1L23
CT,7000168,CT-MAIN,SP 4,2.00,HR1L23
CT,7000213,CT-MAIN,SR 14-541,25.00,HR1L23
CT,7000104,CT-MAIN,RING 5,14.00,
CT,1000003,CT-MAIN,T 15/61,1.00,
CT,7000895,CT-MAIN,SR 34-512,24.00,
CT,7060254,CT-MAIN,A 22,7.00,HR1L23
CT,7060295,CT-MAIN,AE 22,1.00,HR1L23
CT,5505448,CT-MAIN,IVSN 322,31.00,HR1L23
CT,7000105,CT-MAIN,RING 6,13.00,
CT,7060121,CT-MAIN,S 22,5.00,HR1L23
CT,1000001,CT-MAIN,SR 06,2.00,HR1L23
CT,1000002,CT-MAIN,SR 08,70.00,
CT,7003194,CT-MAIN,SR 117-2011,2.00,HR1L23
CT,7000217,CT-MAIN,SR 14-548,15.00,HR1L23
CT,7000402,CT-MAIN,SR 14-544/S,16.00,HR1L23
CT,7000836,CT-MAIN,SR 34-508,10.00,HR1L23
CT,7000894,CT-MAIN,SR 34-511,6.00,
CT,7000501,CT-MAIN,SR 34-513,16.00,
CT,7000183,CT-MAIN,SR M5X20,89.00,
CT,7002104,CT-MAIN,SR TC 3P,4.00,HR1L23
CT,7000265,CT-MAIN,T 15/5,11.00,HR1L23
CT,7002136,CT-MAIN,T 20/51,14.00,
CT,7000428,CT-MAIN,T 6/5,10.00,HR1L23
CT,7000274,CT-MAIN,T 8/53,3.00,HR1L23
CT,5560073,CT-MAIN,TSD 16R,1.00,HR1L23
